"age","work_class","education","marital_status","occupation","race","sex","hours_per_week","income_class"
54,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
38,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
38,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
47,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
47,"Self-emp-not-inc","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",35,">50K"
39,"Private","HS-grad","Divorced","Sales","White","Female",50,">50K"
60,"Local-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
43,"Self-emp-not-inc","Masters","Divorced","Exec-managerial","White","Female",45,">50K"
31,"Self-emp-not-inc","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
35,"Private","Bachelors","Widowed","Prof-specialty","White","Female",32,">50K"
43,"Federal-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
48,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
49,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
47,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
46,"State-gov","Assoc-acdm","Divorced","Adm-clerical","White","Male",38,">50K"
61,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",60,">50K"
48,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
59,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Female",22,">50K"
59,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",52,">50K"
40,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
39,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
30,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",65,">50K"
32,"Private","Masters","Never-married","Exec-managerial","White","Female",60,">50K"
34,"Local-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
35,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
34,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",38,">50K"
55,"Local-gov","Bachelors","Widowed","Prof-specialty","White","Female",40,">50K"
46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
33,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",55,">50K"
40,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",45,">50K"
47,"Federal-gov","Bachelors","Never-married","Adm-clerical","Black","Male",40,">50K"
54,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
47,"Private","Masters","Separated","Exec-managerial","White","Male",50,">50K"
70,"Self-emp-not-inc","Masters","Married-civ-spouse","Exec-managerial","White","Male",8,">50K"
48,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
49,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
51,"Private","Masters","Never-married","Prof-specialty","White","Male",40,">50K"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
44,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Female",40,">50K"
39,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
39,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
39,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
43,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
38,"State-gov","HS-grad","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
67,"Self-emp-inc","Masters","Married-civ-spouse","Sales","White","Male",48,">50K"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
29,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
55,"Federal-gov","Prof-school","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
38,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
38,"Self-emp-not-inc","Masters","Married-civ-spouse","Prof-specialty","Black","Male",60,">50K"
51,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
52,"Self-emp-inc","Masters","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
45,"Self-emp-inc","Masters","Divorced","Sales","White","Female",42,">50K"
46,"Self-emp-inc","Masters","Married-civ-spouse","Exec-managerial","White","Female",50,">50K"
52,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
54,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",60,">50K"
54,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
51,"Private","Doctorate","Married-civ-spouse","Exec-managerial","White","Male",84,">50K"
47,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
52,"Local-gov","Masters","Never-married","Prof-specialty","White","Male",32,">50K"
51,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
48,"Private","Bachelors","Married-civ-spouse","Sales","Black","Male",40,">50K"
42,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
50,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
68,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
58,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
40,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
53,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
37,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",45,">50K"
48,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
58,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Black","Male",30,">50K"
55,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
44,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
57,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
35,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",99,">50K"
37,"Private","HS-grad","Married-civ-spouse","Other-service","White","Female",30,">50K"
42,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",48,">50K"
47,"Federal-gov","Assoc-acdm","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
54,"Self-emp-not-inc","Masters","Divorced","Prof-specialty","White","Male",50,">50K"
52,"Private","Prof-school","Divorced","Exec-managerial","White","Male",60,">50K"
61,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",35,">50K"
63,"Self-emp-inc","Masters","Married-civ-spouse","Sales","White","Male",68,">50K"
46,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","White","Male",50,">50K"
42,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
40,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",37,">50K"
57,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",55,">50K"
33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
43,"State-gov","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
43,"Private","Bachelors","Divorced","Exec-managerial","White","Female",45,">50K"
36,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",45,">50K"
30,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Female",45,">50K"
47,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
40,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
53,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Female",50,">50K"
38,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
50,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
43,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
50,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
46,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
66,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",5,">50K"
54,"Private","Assoc-acdm","Divorced","Exec-managerial","White","Female",55,">50K"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
36,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Female",50,">50K"
47,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
45,"State-gov","HS-grad","Divorced","Exec-managerial","White","Female",38,">50K"
51,"Private","Bachelors","Divorced","Exec-managerial","Black","Male",40,">50K"
53,"Private","Masters","Never-married","Prof-specialty","White","Female",54,">50K"
52,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
45,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
40,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
38,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
31,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
33,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
37,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",50,">50K"
32,"Private","Assoc-acdm","Married-civ-spouse","Tech-support","White","Male",42,">50K"
40,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Female",20,">50K"
24,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",45,">50K"
38,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",40,">50K"
46,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Female",35,">50K"
37,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
38,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
67,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Female",4,">50K"
45,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
42,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
45,"Private","Doctorate","Divorced","Prof-specialty","White","Male",45,">50K"
47,"Private","Bachelors","Divorced","Exec-managerial","White","Male",40,">50K"
40,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
90,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",15,">50K"
50,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","Black","Female",40,">50K"
49,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
41,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
34,"Self-emp-inc","Masters","Married-civ-spouse","Sales","White","Male",60,">50K"
44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
44,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
45,"Private","Masters","Married-civ-spouse","Exec-managerial","Black","Male",40,">50K"
47,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","Black","Female",40,">50K"
51,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Female",50,">50K"
52,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
49,"Self-emp-inc","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
45,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
38,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",60,">50K"
38,"State-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
41,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Female",25,">50K"
36,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
36,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
62,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
58,"Private","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",53,">50K"
51,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
54,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
45,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
41,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
52,"Federal-gov","Masters","Never-married","Adm-clerical","White","Female",40,">50K"
51,"Private","Doctorate","Never-married","Prof-specialty","White","Male",40,">50K"
34,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
66,"State-gov","Prof-school","Married-civ-spouse","Exec-managerial","Black","Male",55,">50K"
41,"Federal-gov","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
45,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
39,"Private","Masters","Never-married","Sales","White","Male",45,">50K"
47,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",48,">50K"
46,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
65,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
50,"Private","Masters","Married-civ-spouse","Sales","White","Male",40,">50K"
38,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",42,">50K"
41,"Self-emp-not-inc","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
34,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",20,">50K"
56,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",65,">50K"
56,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
55,"State-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
51,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",70,">50K"
51,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",60,">50K"
53,"Private","Masters","Married-civ-spouse","Sales","White","Male",60,">50K"
31,"Private","Bachelors","Never-married","Exec-managerial","White","Male",50,">50K"
39,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
52,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
41,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
35,"Private","Masters","Never-married","Exec-managerial","White","Male",40,">50K"
41,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
33,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",38,">50K"
46,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",38,">50K"
33,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",37,">50K"
57,"Private","Masters","Married-civ-spouse","Exec-managerial","Black","Male",40,">50K"
51,"Self-emp-not-inc","Masters","Divorced","Prof-specialty","White","Male",60,">50K"
46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
40,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",20,">50K"
42,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
40,"Private","Masters","Never-married","Exec-managerial","White","Female",40,">50K"
55,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
37,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",40,">50K"
35,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,">50K"
45,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",45,">50K"
32,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
45,"Private","Bachelors","Divorced","Exec-managerial","White","Male",40,">50K"
31,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
43,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
46,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
58,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
44,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
51,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Sales","White","Male",30,">50K"
44,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
39,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
59,"Private","Masters","Married-civ-spouse","Sales","White","Male",55,">50K"
48,"Local-gov","HS-grad","Married-civ-spouse","Tech-support","White","Female",40,">50K"
46,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
39,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
49,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
36,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",4,">50K"
46,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
27,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
48,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",45,">50K"
43,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",24,">50K"
43,"Private","Bachelors","Never-married","Exec-managerial","Black","Female",50,">50K"
33,"Local-gov","Bachelors","Never-married","Tech-support","Black","Male",52,">50K"
50,"Local-gov","Bachelors","Separated","Prof-specialty","White","Male",40,">50K"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
37,"Private","Masters","Never-married","Exec-managerial","Black","Female",40,">50K"
29,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
58,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
43,"Local-gov","Masters","Never-married","Exec-managerial","White","Female",50,">50K"
64,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Male",15,">50K"
43,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
49,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
58,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",20,">50K"
28,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
52,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
65,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",59,">50K"
53,"Local-gov","Masters","Divorced","Prof-specialty","White","Female",35,">50K"
45,"Private","HS-grad","Divorced","Farming-fishing","White","Male",44,">50K"
28,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",35,">50K"
28,"Private","Bachelors","Separated","Exec-managerial","White","Female",50,">50K"
41,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
35,"Private","Assoc-acdm","Married-civ-spouse","Other-service","White","Female",35,">50K"
42,"Private","Bachelors","Never-married","Prof-specialty","White","Female",38,">50K"
43,"Private","Prof-school","Married-spouse-absent","Prof-specialty","White","Male",40,">50K"
40,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",46,">50K"
40,"Private","Prof-school","Never-married","Prof-specialty","White","Female",50,">50K"
35,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
61,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",20,">50K"
42,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
55,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
41,"Private","Bachelors","Divorced","Exec-managerial","Black","Female",90,">50K"
44,"Federal-gov","Assoc-acdm","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
44,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",42,">50K"
38,"Private","Assoc-acdm","Married-civ-spouse","Sales","White","Male",50,">50K"
56,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
59,"Private","Bachelors","Divorced","Sales","White","Male",55,">50K"
33,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
50,"Private","Masters","Divorced","Sales","White","Female",40,">50K"
38,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",99,">50K"
36,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",65,">50K"
45,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
53,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","White","Male",40,">50K"
40,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Female",45,">50K"
48,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
33,"Private","Masters","Divorced","Exec-managerial","White","Female",50,">50K"
40,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
36,"State-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
30,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
67,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",8,">50K"
54,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",60,">50K"
35,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",65,">50K"
32,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
44,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",40,">50K"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
57,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
44,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",70,">50K"
36,"Private","Masters","Married-civ-spouse","Sales","White","Male",50,">50K"
43,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Black","Male",40,">50K"
53,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
44,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",54,">50K"
42,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",38,">50K"
40,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
58,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",40,">50K"
53,"State-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",42,">50K"
42,"Private","Bachelors","Divorced","Adm-clerical","White","Male",45,">50K"
41,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
42,"Self-emp-not-inc","Prof-school","Divorced","Prof-specialty","White","Male",40,">50K"
62,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
44,"State-gov","HS-grad","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
43,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
51,"Private","Bachelors","Divorced","Sales","White","Male",50,">50K"
62,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
46,"Federal-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
60,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
39,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
60,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
35,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",75,">50K"
37,"Private","Prof-school","Married-civ-spouse","Sales","White","Male",45,">50K"
39,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Male",50,">50K"
44,"Private","Prof-school","Never-married","Prof-specialty","White","Male",40,">50K"
46,"Private","HS-grad","Married-civ-spouse","Tech-support","Black","Male",40,">50K"
28,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
52,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
32,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
30,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",35,">50K"
34,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
37,"Private","Prof-school","Divorced","Prof-specialty","White","Male",36,">50K"
58,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Other-service","White","Male",55,">50K"
60,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
44,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",44,">50K"
64,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",45,">50K"
53,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
58,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
34,"Private","Bachelors","Never-married","Sales","White","Male",40,">50K"
47,"Private","Prof-school","Married-civ-spouse","Sales","White","Male",45,">50K"
29,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,">50K"
34,"Private","Bachelors","Married-civ-spouse","Sales","White","Female",40,">50K"
30,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
28,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
43,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",80,">50K"
49,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",65,">50K"
49,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",30,">50K"
62,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
53,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
46,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
52,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
51,"Self-emp-inc","Assoc-acdm","Married-civ-spouse","Sales","White","Male",38,">50K"
35,"Private","HS-grad","Never-married","Adm-clerical","White","Male",40,">50K"
51,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",55,">50K"
38,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
47,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
31,"Private","Bachelors","Divorced","Exec-managerial","White","Female",50,">50K"
48,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
56,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
45,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",52,">50K"
67,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
42,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",45,">50K"
62,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
